"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"X1418","enter","0","0","3.67147630062048e-05","3.93432303414992e-05","4.44163141121734e-05","0","0","0","4.89871898498543e-05","2.58291145779523e-05"
"X1419","entertain","0","0","0","1.31144101138331e-05","2.22081570560867e-05","5.26796375640936e-05","0","0","2.44935949249271e-05","0"
"X1420","entiendo","0","0","0.000146859052024819","0","0","0","0","0","0","0"
"X1421","entir","0","0","0","0","0","0","0","0","6.12339873123178e-05","0"
"X1422","entonc","0","0","0.000146859052024819","0","0","0","0","0","0","0"
"X1423","entr","0","0","0.00110144289018614","3.93432303414992e-05","0","0","0","0.00123645356025893","0","0"
"X1424","entrar","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X1425","envi","0","0","0","1.31144101138331e-05","0.000122144863808477","1.75598791880312e-05","0","0.000436395374209033","2.44935949249271e-05","5.16582291559045e-05"
"X1426","equal","2.7401013837512e-05","0","0","0","4.44163141121734e-05","0","2.17931395196792e-05","0","0.000159208367012026","2.58291145779523e-05"
"X1427","er","0","0.00542900979582202","0","0","3.33122355841301e-05","3.51197583760624e-05","4.35862790393584e-05","0.000218197687104517","0","0"
"X1428","era","0","0.000590109760415437","0.00172559386129163","0","2.22081570560867e-05","0","0","0","0","2.58291145779523e-05"
"X1429","eras","0","0","0","5.90148455122489e-05","1.11040785280434e-05","7.02395167521247e-05","0","0","6.12339873123178e-05","2.58291145779523e-05"
"X1430","ere","0","0","0.00117487241619855","0","0","1.75598791880312e-05","0","0","0","2.58291145779523e-05"
"X1431","error","0","0","0.000220288578037229","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","2.58291145779523e-05"
"X1432","erst","0","0.000590109760415437","0","0","0","0","0","0","0","0"
"X1433","es","0","0.0145167001062198","0.0133274589712523","3.93432303414992e-05","4.44163141121734e-05","0","0","0.00109098843552258","7.34807847747814e-05","0"
"X1434","és","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X1435","esa","0","0","0.00128501670521717","0","0","0","0","0","0","0"
"X1436","escap","0.000246609124537608","0","3.67147630062048e-05","9.18008707968316e-05","0.000111040785280434","0","0.000152551976637754","0","0.000538859088348397","0.000154974687467714"
"X1437","escapar","0","0","0.000440577156074458","0","0","0","0","0","0","0"
"X1438","escond","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X1439","escucha","0","0","0","0","0","0","0","0","0","0"
"X1440","escuchar","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X1441","ese","0","0","0.00113815765319235","0","0","0","0","0","0","0"
"X1442","eso","0","0","0.00124830194221096","0","0","0","0","0","0","0"
"X1443","especi","2.7401013837512e-05","0","7.34295260124096e-05","1.96716151707496e-05","1.11040785280434e-05","3.51197583760624e-05","2.17931395196792e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X1444","espejo","0","0","0.000183573815031024","0","0","0","0","0","0","0"
"X1445","espera","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X1446","esperando","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X1447","esperanza","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X1448","esperar","0","0","0.000257003341043434","0","0","0","0","0","0","0"
"X1449","espero","0","0","0.000587436208099277","0","0","0","0","0","0","0"
"X1450","esquina","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X1451","ess","0","0","0","0","0","0","0","0","0","0"
"X1452","essa","0","0","0.000367147630062048","0","0","0","0","0","0","0"
"X1453","essenc","0","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0","0","4.89871898498543e-05","0"
"X1454","esser","0","0.000118021952083087","0","0","0","0","0","0","0","0"
"X1455","est","0","0","0.00223960054337849","1.96716151707496e-05","2.22081570560867e-05","0","0","0.00749145392392174","6.12339873123178e-05","0"
"X1456","esta","2.7401013837512e-05","0","0.00301061056650879","0","1.11040785280434e-05","0","0","0","1.22467974624636e-05","0"
"X1457","está","0","0","0.00183573815031024","0","0","0","0","0","0","0"
"X1458","estaba","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X1459","estamo","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X1460","están","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X1461","estar","0","0","0.0015420200462606","0","0","0","0","0","0","0"
"X1462","estc","0","0","0","0","0","0","0","0.00101825587315441","0","0"
"X1463","esté","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X1464","esto","0","0","0.000954583838161325","0","0","0","0","0","0","0"
"X1465","estou","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X1466","estoy","0","0","0.00260674817344054","6.55720505691654e-06","0","0","0","0","0","2.58291145779523e-05"
"X1467","estrella","0","0","0.000587436208099277","0","0","0","0","0","0","0"
"X1468","estribillo","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X1469","et","0","0.000118021952083087","0","0","1.11040785280434e-05","0","0","0.0248018037675467","2.44935949249271e-05","5.16582291559045e-05"
"X1470","était","0","0","0","0","0","0","0","0.00174558149683613","0","0"
"X1471","etc","0","0","3.67147630062048e-05","1.31144101138331e-05","1.11040785280434e-05","0","0","0","0","5.16582291559045e-05"
"X1472","etern","5.4802027675024e-05","0","0.000110144289018614","5.90148455122489e-05","4.44163141121734e-05","3.51197583760624e-05","0","0","0.000208195556861881","0.000129145572889761"
"X1473","eterno","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X1474","être","0","0","0","0","0","0","0","0.000145465124736344","0","0"
"X1475","ett","0","0","0","0","0","0","0","0.000290930249472689","3.67403923873907e-05","0"
"X1476","että","0","0","0","0","0","0","0","0","0","0"
"X1477","etwa","0","0.000590109760415437","0","0","0","0","0","0","0","0"
"X1478","eu","0","0","0.00257003341043434","0","3.33122355841301e-05","0","0","0.00065459306131355","0","0"
"X1479","euch","0","0.00212439513749557","0","0","0","0","0","0","0","0"
"X1480","eve","0","0","0","0","3.33122355841301e-05","0","0","0","1.22467974624636e-05","0"
"X1481","even","0.00041101520756268","0","0","0.000937680323139065","0.00109930377427629","0.000667275409145185","0.000675587325110055","0.000145465124736344","0.000796041835060132","0.000645727864448807"
"X1482","eventu","0","0","0","0","1.11040785280434e-05","1.75598791880312e-05","0","0","3.67403923873907e-05","0"
"X1483","ever","0.000657624332100288","0","0","0.00211142002832713","0.000610724319042384","0.00114139214722203","0.00119862267358236","0","0.000636833468048105","0.000749044322760616"
"X1484","everi","0.00197287299630086","0.000236043904166175","0","0.00146225672769239","0.000699556947266731","0.000842874201025497","0.000740966743669093","7.27325623681722e-05","0.0011756925563965","0.00209215828081413"
"X1485","everlast","0","0","0","6.55720505691654e-06","0","0","0","0","0.000208195556861881","0.000180803802045666"
"X1486","everybodi","0.000465817235237704","0","0","0.000485233174211824","0.000399746827009561","0.00168574840205099","0.000457655929913263","0","0.000318416734024053","0.000439094947825189"
"X1487","everyday","2.7401013837512e-05","0","0","0.000301631432618161","0.000410850905537604","8.77993959401559e-05","0.00028331081375583","0","3.67403923873907e-05","0"
"X1488","everyon","0.0006850253459378","0","0","0.000203273356764413","9.99367067523902e-05","0.000368757462948655","0.000239724534716471","0","0.000269429544174198","7.74873437338568e-05"
"X1489","everyth","0.00101383751198794","0","0","0.00140324188218014","0.00019987341350478","0.00170330828123903","0.000501242208952622","7.27325623681722e-05","0.00194724079653171","0.000542411406136998"
"X1490","everytim","2.7401013837512e-05","0","0","0.00017048733147983","4.44163141121734e-05","0.000105359275128187","2.17931395196792e-05","0","0","2.58291145779523e-05"
"X1491","everywher","0.00041101520756268","0","0","7.86864606829985e-05","3.33122355841301e-05","0.000228278429444405","0.000326897092795188","0","0.000220442354324344","0.000154974687467714"
"X1492","evid","2.7401013837512e-05","0","0","6.55720505691654e-06","5.55203926402168e-05","0","2.17931395196792e-05","0","4.89871898498543e-05","2.58291145779523e-05"
"X1493","evil","0.00013700506918756","0.000118021952083087","0","1.31144101138331e-05","0.00013324894233652","5.26796375640936e-05","0.000305103953275509","0","0.000489871898498543","2.58291145779523e-05"
"X1494","evolut","0","0","0","0","0","3.51197583760624e-05","0","0","3.67403923873907e-05","0"
"X1495","evri","0","0","0","0","0","1.75598791880312e-05","0","0","0","0"
"X1496","exact","0","0","0","5.24576404553323e-05","4.44163141121734e-05","3.51197583760624e-05","2.17931395196792e-05","0","7.34807847747814e-05","2.58291145779523e-05"
"X1497","except","0.000109604055350048","0","0","1.31144101138331e-05","6.66244711682601e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","0.000154974687467714"
"X1498","excit","8.2203041512536e-05","0","0","3.93432303414992e-05","1.11040785280434e-05","3.51197583760624e-05","0","0","2.44935949249271e-05","0"
"X1499","excus","8.2203041512536e-05","0","0","1.31144101138331e-05","4.44163141121734e-05","1.75598791880312e-05","2.17931395196792e-05","7.27325623681722e-05","6.12339873123178e-05","5.16582291559045e-05"
"X1500","execut","0","0","0","0","0","0","0","0","0","0"
"X1501","exist","0","0","0.000367147630062048","5.90148455122489e-05","4.44163141121734e-05","1.75598791880312e-05","0","0.000800058186049895","0.000281676341636662","0.000103316458311809"
"X1502","exit","0","0","0","0","2.22081570560867e-05","0","0","0","3.67403923873907e-05","0"
"X1503","expect","0","0","0","6.55720505691654e-05","8.88326282243468e-05","1.75598791880312e-05","2.17931395196792e-05","0","2.44935949249271e-05","0"
"X1504","experi","0","0","0","6.55720505691654e-06","1.11040785280434e-05","1.75598791880312e-05","0","0","3.67403923873907e-05","0"
"X1505","explain","2.7401013837512e-05","0","0","0.000275402612390495","1.11040785280434e-05","5.26796375640936e-05","6.53794185590376e-05","0","7.34807847747814e-05","2.58291145779523e-05"
"X1506","explod","5.4802027675024e-05","0","0","1.31144101138331e-05","5.55203926402168e-05","1.75598791880312e-05","4.35862790393584e-05","0","6.12339873123178e-05","2.58291145779523e-05"
"X1507","explor","0","0","0","0","2.22081570560867e-05","0","6.53794185590376e-05","0","4.89871898498543e-05","0"
"X1508","explos","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","7.27325623681722e-05","7.34807847747814e-05","0"
"X1509","expos","0","0","0","1.31144101138331e-05","1.11040785280434e-05","3.51197583760624e-05","2.17931395196792e-05","0","4.89871898498543e-05","0"
"X1510","express","0","0","0","6.55720505691654e-05","2.22081570560867e-05","1.75598791880312e-05","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X1511","extra","0.000164406083025072","0.000118021952083087","0","6.55720505691654e-06","9.99367067523902e-05","3.51197583760624e-05","8.71725580787168e-05","0","0","0"
"X1512","extraño","0","0","0.000660865734111686","0","0","0","0","0","0","0"
"X1513","extrem","0","0","0","0","1.11040785280434e-05","1.75598791880312e-05","6.53794185590376e-05","0","0","0"
"X1514","ey","0","0.00047208780833235","0","6.55720505691654e-06","0","0","0.000174345116157434","0","0","0.000129145572889761"
"X1515","eye","0.000767228387450336","0","0","0.00131144101138331","0.000932742596355641","0.000930673596965653","0.0010460706969446","0.000145465124736344","0.00347809047933965","0.0016788924475669"
"X1516","ez","0","0","0","0","0","0","0","0","0","0"
"X1517","f","0","0","0","0","4.44163141121734e-05","1.75598791880312e-05","0","7.27325623681722e-05","3.67403923873907e-05","0.000129145572889761"
"X1518","fa","2.7401013837512e-05","0.000708131712498525","0","0","0","1.75598791880312e-05","0","7.27325623681722e-05","0","0"
"X1519","face","0.000493218249075216","0","0","0.000977023553480564","0.000655140633154558","0.000930673596965653","0.000871725580787168","0.000218197687104517","0.00233913831533054","0.000981506353962186"
"X1520","facil","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X1521","fácil","0","0","0.000183573815031024","0","0","0","0","0","0","0"
"X1522","fact","8.2203041512536e-05","0.000118021952083087","0","0.000137701306195247","0.00019987341350478","5.26796375640936e-05","0","0","7.34807847747814e-05","7.74873437338568e-05"
"X1523","factori","0","0","0","0","0","5.26796375640936e-05","4.35862790393584e-05","0","1.22467974624636e-05","2.58291145779523e-05"
"X1524","fade","0.000164406083025072","0.000118021952083087","3.67147630062048e-05","0.000281959817447411","8.88326282243468e-05","0.000175598791880312","0.000108965697598396","0","0.000783795037597668","0.000129145572889761"
"X1525","fai","0","0.000236043904166175","0","0","0","0","0","0.000872790748418067","0","0"
"X1526","fail","8.2203041512536e-05","0","0","7.86864606829985e-05","4.44163141121734e-05","3.51197583760624e-05","0","0","0.000146961569549563","7.74873437338568e-05"
"X1527","failur","0","0","0","0","3.33122355841301e-05","0","0","0","9.79743796997085e-05","0"
"X1528","faint","0","0","0","1.96716151707496e-05","0","1.75598791880312e-05","4.35862790393584e-05","0","2.44935949249271e-05","5.16582291559045e-05"
"X1529","fair","5.4802027675024e-05","0","0","9.18008707968316e-05","5.55203926402168e-05","5.26796375640936e-05","2.17931395196792e-05","0.00327296530656775","8.5727582237245e-05","0.000103316458311809"
"X1530","fairi","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","5.16582291559045e-05"
"X1531","fait","0","0","0","0","0","0","0","0.00298203505709506","0","0"
"X1532","faith","8.2203041512536e-05","0","0","0.000301631432618161","8.88326282243468e-05","3.51197583760624e-05","0","0","0.00051436549342347","0.000387436718669284"
"X1533","fake","0.00013700506918756","0.000118021952083087","0","9.83580758537481e-05","0.000255393806144997","0.000280958067008499","8.71725580787168e-05","0","6.12339873123178e-05","2.58291145779523e-05"
"X1534","fall","0.000493218249075216","0.000590109760415437","7.34295260124096e-05","0.00116718250013114","0.000344226434369344","0.000930673596965653","0.000523035348472301","0.000145465124736344","0.00188600680921939","0.00121396838516376"
"X1535","fallen","2.7401013837512e-05","0.00047208780833235","0","1.96716151707496e-05","2.22081570560867e-05","0","4.35862790393584e-05","0","8.5727582237245e-05","0"
"X1536","fallin","0","0","0","9.18008707968316e-05","4.44163141121734e-05","5.26796375640936e-05","0.000152551976637754","0","1.22467974624636e-05","0"
"X1537","fals","0","0","0","1.96716151707496e-05","0.000111040785280434","5.26796375640936e-05","0","0","0.000122467974624636","0"
"X1538","falta","0","0","0.00091786907515512","0","0","0","0","0","0","0"
"X1539","fame","0","0.000590109760415437","0","4.59004353984158e-05","0.00013324894233652","0","0.000174345116157434","0","6.12339873123178e-05","0.000129145572889761"
"X1540","famili","0.000164406083025072","0.000118021952083087","7.34295260124096e-05","0.000177044536536747","0.000288706041729127","5.26796375640936e-05","0.000196138255677113","0","4.89871898498543e-05","0.000309949374935427"
"X1541","familiar","2.7401013837512e-05","0","0","3.93432303414992e-05","1.11040785280434e-05","5.26796375640936e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X1542","famous","0","0","0","1.31144101138331e-05","1.11040785280434e-05","0.000280958067008499","0","0","1.22467974624636e-05","0"
"X1543","fan","2.7401013837512e-05","0.000118021952083087","0","6.55720505691654e-06","0.00013324894233652","0","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X1544","fanci","2.7401013837512e-05","0","0","2.62288202276662e-05","3.33122355841301e-05","5.26796375640936e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X1545","fantasi","0","0","0","8.5243665739915e-05","3.33122355841301e-05","8.77993959401559e-05","0.000893518720306847","0","8.5727582237245e-05","0"
"X1546","far","0.000164406083025072","0.000590109760415437","3.67147630062048e-05","0.000629491685463988","0.000177665256448694","0.000280958067008499","0.000435862790393584","7.27325623681722e-05","0.00106547137923433","0.000387436718669284"
"X1547","får","0","0","0","0","0","0","0","0","0","0"
"X1548","fare","0","0.000236043904166175","0","0","1.11040785280434e-05","0","0","0","0","5.16582291559045e-05"
"X1549","farewel","0","0","0","0","0","0","0","0","1.22467974624636e-05","7.74873437338568e-05"
"X1550","farm","5.4802027675024e-05","0","0","6.55720505691654e-06","3.33122355841301e-05","3.51197583760624e-05","0.000196138255677113","0","1.22467974624636e-05","2.58291145779523e-05"
"X1551","farther","2.7401013837512e-05","0","0","0","0","0","0","0","0","0"
"X1552","fascin","0","0","0","1.31144101138331e-05","0","0","0","0","3.67403923873907e-05","0"
"X1553","fashion","0","0","0","1.31144101138331e-05","7.77285496963034e-05","0","0","0","2.44935949249271e-05","0"
"X1554","fast","0.000575421290587752","0.000590109760415437","0","0.000196716151707496","0.00016656117792065","0.000280958067008499","0.000479449069432943","0","0.000244935949249271","5.16582291559045e-05"
"X1555","faster","0","0","0","0.000144258511252164","2.22081570560867e-05","1.75598791880312e-05","6.53794185590376e-05","0","2.44935949249271e-05","2.58291145779523e-05"
"X1556","fat","5.4802027675024e-05","0","0","0","0.000277601963201084","5.26796375640936e-05","6.53794185590376e-05","0","2.44935949249271e-05","0.00023246203120157"
"X1557","fatal","0","0","0.000110144289018614","0","1.11040785280434e-05","0","0","0","3.67403923873907e-05","0"
"X1558","fate","2.7401013837512e-05","0.000118021952083087","0","0.000111472485967581","4.44163141121734e-05","7.02395167521247e-05","2.17931395196792e-05","0","0.000575599480735788","0.000154974687467714"
"X1559","father","2.7401013837512e-05","0","0","9.83580758537481e-05","9.99367067523902e-05","3.51197583760624e-05","0.000152551976637754","0","0.000208195556861881","0.000723215208182664"
"X1560","fatto","0","0.000236043904166175","0","0","0","0","0","0","0","0"
"X1561","fault","0.000301411152212632","0","0","4.59004353984158e-05","6.66244711682601e-05","1.75598791880312e-05","0.000108965697598396","0.000145465124736344","0.000159208367012026","2.58291145779523e-05"
"X1562","faut","0","0","0","0","0","0","0","0.00349116299367227","0","0"
"X1563","favor","5.4802027675024e-05","0","0.000587436208099277","1.96716151707496e-05","4.44163141121734e-05","1.75598791880312e-05","0","0","0","2.58291145779523e-05"
"X1564","favorit","0.000109604055350048","0","0","3.93432303414992e-05","3.33122355841301e-05","8.77993959401559e-05","8.71725580787168e-05","0","1.22467974624636e-05","0"
"X1565","favourit","5.4802027675024e-05","0","0","0","1.11040785280434e-05","0","0","0","0","0"
"X1566","faz","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X1567","fazer","0","0","0.000367147630062048","0","0","0","0","0","0","0"
"X1568","fe","0","0","0.000330432867055843","0","1.11040785280434e-05","0","0","0","0","0"
"X1569","fear","0.000219208110700096","0.000236043904166175","0","0.000236059382048995","0.000111040785280434","0.000158038912692281","0.000239724534716471","0","0.000906263012222304","0.000671556979026759"
"X1570","fearless","0","0","0","6.55720505691654e-06","0","0","0","0","2.44935949249271e-05","2.58291145779523e-05"
"X1571","feast","0","0","0","0","1.11040785280434e-05","0","0","0","8.5727582237245e-05","0"
"X1572","feat","0","0","0","4.59004353984158e-05","0.000122144863808477","3.51197583760624e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X1573","feather","0","0","0","1.96716151707496e-05","2.22081570560867e-05","0","2.17931395196792e-05","0","6.12339873123178e-05","2.58291145779523e-05"
"X1574","featur","0","0","0","0","2.22081570560867e-05","0","2.17931395196792e-05","0","0","5.16582291559045e-05"
"X1575","fed","2.7401013837512e-05","0","0","1.96716151707496e-05","0.000122144863808477","0.000122919154316218","0","0","8.5727582237245e-05","2.58291145779523e-05"
"X1576","feed","8.2203041512536e-05","0","0","2.62288202276662e-05","9.99367067523902e-05","0.000140479033504249","0.000435862790393584","0","0.000232689151786808","5.16582291559045e-05"
"X1577","feel","0.00287710645293876","0.000354065856249262","0","0.00446545664376016","0.00113261600986042","0.0019140268314954","0.00222290023100728","0","0.00232689151786808","0.00147225953094328"
"X1578","feelin","0.00013700506918756","0","0","0.000144258511252164","0.00029981012025717","0.00029851794619653","0.000217931395196792","7.27325623681722e-05","0","2.58291145779523e-05"
"X1579","feet","0.000301411152212632","0","0","0.000137701306195247","0.00023318564908891","0.000351197583760624","0.000108965697598396","0","0.000453131506111152","0.000361607604091332"
"X1580","felicidad","0","0","0.000330432867055843","0","0","0","0","0","0","0"
"X1581","feliz","0","0","0.00128501670521717","0","0","0","0","0","0","0"
"X1582","fell","0.000191807096862584","0","0","6.55720505691654e-05","7.77285496963034e-05","0.000193158671068343","8.71725580787168e-05","0","0.000257182746711735","0.000206632916623618"
"X1583","fella","0","0","0","1.31144101138331e-05","3.33122355841301e-05","3.51197583760624e-05","0","0","1.22467974624636e-05","0"
"X1584","fellow","2.7401013837512e-05","0","0","1.31144101138331e-05","4.44163141121734e-05","1.75598791880312e-05","2.17931395196792e-05","0","0","5.16582291559045e-05"
"X1585","felt","2.7401013837512e-05","0","0","0.000334417457902744","8.88326282243468e-05","0.000210718550256374","8.71725580787168e-05","0","0.000355157126411443","0.000206632916623618"
"X1586","femm","0","0","0","0","0","0","0","0.00181831405920431","0","0"
"X1587","fenc","0","0","0","1.31144101138331e-05","3.33122355841301e-05","3.51197583760624e-05","0","0","3.67403923873907e-05","5.16582291559045e-05"
"X1588","fest","0","0.000590109760415437","0","0","0","0","0","0","0","0"
"X1589","feu","0","0","0","0","0","0","0","0.000436395374209033","0","0"
"X1590","fever","0.000191807096862584","0","0","0","3.33122355841301e-05","0","6.53794185590376e-05","0","7.34807847747814e-05","5.16582291559045e-05"
"X1591","few","0.000164406083025072","0","0","9.83580758537481e-05","0.000144353020864564","3.51197583760624e-05","4.35862790393584e-05","0","4.89871898498543e-05","0.000309949374935427"
"X1592","fi","0","0.000118021952083087","0.000110144289018614","0","1.11040785280434e-05","5.26796375640936e-05","0.000740966743669093","0","0","0.000103316458311809"
"X1593","ficar","0","0","0.000146859052024819","0","0","0","0","0","0","0"
"X1594","fiction","0","0","0","1.96716151707496e-05","0","1.75598791880312e-05","0","0","1.22467974624636e-05","0"
"X1595","fiddl","0","0","0","1.31144101138331e-05","1.11040785280434e-05","0.000175598791880312","0","0","0","2.58291145779523e-05"
"X1596","fiel","0","0","0.000183573815031024","0","0","0","0","0","0","0"
"X1597","field","0","0","3.67147630062048e-05","6.55720505691654e-06","5.55203926402168e-05","0","4.35862790393584e-05","0","0.000134714772087099","0.000413265833247236"
"X1598","fiend","0","0","0","6.55720505691654e-06","0.00013324894233652","3.51197583760624e-05","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X1599","fiesta","0","0","7.34295260124096e-05","0","0","7.02395167521247e-05","0","0","0","0"
"X1600","fifteen","0","0","0","0","2.22081570560867e-05","0","0","0","1.22467974624636e-05","0"
"X1601","fifti","0","0","0","0","4.44163141121734e-05","1.75598791880312e-05","0.000108965697598396","0","1.22467974624636e-05","5.16582291559045e-05"
"X1602","fight","0.000109604055350048","0","0","0.00034097466295966","0.000410850905537604","0.000263398187820468","0.000457655929913263","0","0.000906263012222304","0.000723215208182664"
"X1603","fighter","0","0","0","2.62288202276662e-05","2.22081570560867e-05","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X1604","figur","0.000219208110700096","0","0","5.24576404553323e-05","0.000188769334976737","3.51197583760624e-05","0","0.000145465124736344","0.000122467974624636","0.000103316458311809"
"X1605","fil","0","0","0","0","0","0","0","0.000290930249472689","0","0"
"X1606","file","5.4802027675024e-05","0","0","0","2.22081570560867e-05","0","2.17931395196792e-05","0","0","7.74873437338568e-05"
"X1607","fill","0.000109604055350048","0","0","0.000144258511252164","0.000155457099392607","0.000105359275128187","0.000239724534716471","0.00225470943341334","0.000440884708648688","0.000671556979026759"
"X1608","film","0","0","3.67147630062048e-05","1.31144101138331e-05","5.55203926402168e-05","0","0","0","1.22467974624636e-05","0"
"X1609","filth","2.7401013837512e-05","0","0","6.55720505691654e-06","0","0","0","0","8.5727582237245e-05","0"
"X1610","filthi","0","0","0","0","3.33122355841301e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X1611","fim","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X1612","fin","0","0","0.000587436208099277","0","2.22081570560867e-05","0","0","0.000509127936577206","0","0"
"X1613","final","0.000109604055350048","0","0.000734295260124096","0.000209830561821329","5.55203926402168e-05","0.000210718550256374","4.35862790393584e-05","0.000290930249472689","0.000244935949249271","0.000180803802045666"
"X1614","find","0.00112344156733799","0.000118021952083087","0","0.00193437549179038","0.000410850905537604","0.000930673596965653","0.00054482848799198","7.27325623681722e-05","0.000881769417297377","0.000826531666494473"
"X1615","fine","0.00027401013837512","0.00236043904166175","3.67147630062048e-05","0.000196716151707496","9.99367067523902e-05","0.000667275409145185","0.00026151767423615","0","8.5727582237245e-05","0.000206632916623618"
"X1616","finest","0.000109604055350048","0","0","0","1.11040785280434e-05","0","0","0","2.44935949249271e-05","2.58291145779523e-05"
"X1617","finger","0.000794629401287848","0.000236043904166175","0","5.24576404553323e-05","0.000177665256448694","5.26796375640936e-05","0.000217931395196792","0","0.000232689151786808","0.000206632916623618"
"X1618","fingertip","0","0","0","3.27860252845827e-05","1.11040785280434e-05","1.75598791880312e-05","2.17931395196792e-05","0","2.44935949249271e-05","0"
"X1619","finish","5.4802027675024e-05","0","0","1.96716151707496e-05","0.000177665256448694","0","2.17931395196792e-05","0","0.000122467974624636","7.74873437338568e-05"
"X1620","finn","0","0","0","0","1.11040785280434e-05","0","0","7.27325623681722e-05","1.22467974624636e-05","0"
"X1621","fino","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X1622","fire","5.4802027675024e-05","0.000708131712498525","0","0.000262288202276662","0.000344226434369344","0.000719955046709279","0.000479449069432943","0","0.00112670536654665","0.000309949374935427"
"X1623","firm","2.7401013837512e-05","0","0","0","1.11040785280434e-05","0","0.000239724534716471","0","0","5.16582291559045e-05"
"X1624","first","0.000301411152212632","0","0","0.000242616587105912","0.000766181418434991","0.00100091311371778","0.000566621627511659","7.27325623681722e-05","0.000379650721336371","0.000309949374935427"
"X1625","fish","0","0","0","0","0.000111040785280434","3.51197583760624e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X1626","fist","0","0","0","6.55720505691654e-06","4.44163141121734e-05","0","4.35862790393584e-05","0","8.5727582237245e-05","2.58291145779523e-05"
"X1627","fit","0.000191807096862584","0","0","0.000118029691024498","0.000111040785280434","0.000105359275128187","0.000217931395196792","0.000145465124736344","7.34807847747814e-05","0.000180803802045666"
"X1628","five","0.00027401013837512","0","3.67147630062048e-05","3.93432303414992e-05","0.000344226434369344","0.000105359275128187","6.53794185590376e-05","0","0.000110221177162172","2.58291145779523e-05"
"X1629","fix","2.7401013837512e-05","0","0","5.24576404553323e-05","0.00029981012025717","1.75598791880312e-05","4.35862790393584e-05","0","4.89871898498543e-05","0"
"X1630","flag","0","0","0","0","5.55203926402168e-05","0","8.71725580787168e-05","0","9.79743796997085e-05","2.58291145779523e-05"
"X1631","flame","5.4802027675024e-05","0","0","9.18008707968316e-05","0.000222081570560867","0.000122919154316218","2.17931395196792e-05","0","0.000502118695961006","7.74873437338568e-05"
"X1632","flash","8.2203041512536e-05","0","0","3.27860252845827e-05","5.55203926402168e-05","0","0.000108965697598396","0","7.34807847747814e-05","0.000154974687467714"
"X1633","flat","0","0.000236043904166175","0","2.62288202276662e-05","4.44163141121734e-05","0","0","0","1.22467974624636e-05","0"
"X1634","flavor","0","0","0","0","4.44163141121734e-05","0","0","0","1.22467974624636e-05","0"
"X1635","flaw","0.000219208110700096","0","0","0","1.11040785280434e-05","7.02395167521247e-05","0","0","1.22467974624636e-05","0"
"X1636","flee","0","0","0","0","1.11040785280434e-05","0","0","0","4.89871898498543e-05","0"
"X1637","fleet","0","0","0","0","0","0","0","0","2.44935949249271e-05","0"
"X1638","flesh","0.00013700506918756","0","0","1.31144101138331e-05","5.55203926402168e-05","0","4.35862790393584e-05","0","0.000502118695961006","2.58291145779523e-05"
"X1639","fleur","0","0","0","0","0","0","0","0.000727325623681722","0","0"
"X1640","flew","2.7401013837512e-05","0","0","1.96716151707496e-05","2.22081570560867e-05","1.75598791880312e-05","0.000108965697598396","0","1.22467974624636e-05","7.74873437338568e-05"
"X1641","fli","0.000383614193725168","0","0","0.000308188637675077","0.000488579455233907","0.000263398187820468","0.000675587325110055","0","0.000538859088348397","0.001084822812274"
